2	0.39814982	0.50392146	0.52590358	0.60730194	0.57288653	0.80410097	0.72174092	0.68830117	-0.41904691	-0.85394649	-0.92463507	-0.59134022	-0.4559197	-0.058858237	-0.011106176	0.19553025	0.27645718	0.26734272	0.34066121	0.39272112	0.4125648	0.52252279	0.7027034	0.71321999	0.79313542	0.78638417	0.8400236	0.82889889	0.86125545	0.87135286	0.86899512	0.90895041	0.84508233	0.87110318	0.88145332	0.84961618	0.89053923	0.78536477	0.49880137	0.4027268	-0.49186967	-0.12686041	-0.07710296	-0.19988972	-0.70661939	-0.93535883	-0.90499915	-0.9453639	-0.96573126	-0.98095058	-0.88403704	-0.78652145	-7.5177104	-0.65079231	-0.6284791	-0.52884695	-0.33367605	-0.14234339	-0.095347074	-0.045828375	-0.070610507	-0.27178178	0.068568682	0.002753543	0.13207285	0.27793039	-0.035419916	-0.26408585	-0.28218477	-0.18155144	-0.18155144.1	-0.19202673	-0.18050713	-0.14495508	-0.10316633	-0.10577862	0.020967891	0.10877001	0.13078736	0.17218548	0.17391567	0.21030731	0.25998274	0.28884552
2	-0.18521329	-0.11495144	0.11972199	0.12773901	0.28709715	0.11831857	-0.33942636	-0.40273139	-0.37959826	-0.31762592	-0.09183037	-0.04318007	0.021799258	0.43516122	0.54792517	0.6807196	0.83312736	0.77626552	0.86222381	0.45886182	0.76724296	0.54271579	0.54271499	0.50219102	0.50924188	0.51910923	0.56384346	0.61661078	0.61660595	0.64095843	0.63453935	0.62047621	0.61083071	0.65701819	0.68862168	0.79306798	0.80864065	0.86023845	0.88236282	0.89749821	0.94682611	0.95240764	0.99143816	0.98586708	0.97193496	0.98818763	1.0360116	1.0206986	1.0380975	1.0415747	1.0925873	1.111126	1.1418806	1.1430695	1.0644425	0.9102994	0.79023301	0.12566362	-0.35476753	-0.47191535	-0.77294421	-1.1042808	-1.2547257	-1.431572	-1.6275758	-1.7228601	-1.855245	-1.8787989	-1.9756051	-1.9184893	-1.9376336	-1.8924453	-1.7105086	-1.7772647	-1.7549997	-1.7327539	-1.4429818	-1.1817655	-1.0365533	-0.97212461	-0.85385629	-0.63134102	-0.44596896	-0.28230088
2	-0.026830323	-0.058356003	-0.051582633	-0.15075963	-0.11127812	-0.15469524	-0.020105199	-0.068467441	-0.19872401	-0.40081543	-0.44646609	-0.50160022	-0.47832877	0.67004603	0.84461343	0.98197518	1.0530573	0.94031059	0.96979573	0.95370739	0.96292957	0.99332178	1.0055391	1.0248	0.99849181	1.0206892	1.0291846	1.0888816	1.0956795	1.0951198	1.0888824	1.0762969	1.0909934	1.1091208	1.1462998	1.177749	1.2292518	1.256666	1.2482633	1.3061409	1.3145332	1.3712017	1.4011849	1.4067646	1.4288507	1.4215302	1.4304778	-0.038077459	-0.2456091	-0.47508201	-0.73060772	-0.61928096	-0.91712855	-1.0094205	-1.0896368	-0.62781058	-0.56452614	-0.67517593	-0.91503752	-1.0643312	-1.1975966	-1.2833727	-1.2996596	-1.349663	-1.4644084	-1.4335601	-1.4487447	-1.3692268	-1.2975077	-1.2469461	-1.2066581	-1.0479775	-0.93952521	-0.88661349	-0.88699948	-0.92487765	-0.92487543	-0.89929027	-0.93571059	-0.90679331	-0.86748215	-0.92565186	-0.9340694	-0.91540644
1	-1.5140958	-1.5033798	-1.5443786	-1.5876398	-1.6175907	-1.639886	-1.6636465	-1.6259093	-1.5210841	-1.3030464	-0.90455401	-0.53805275	-0.28647152	0.0031579716	0.25862193	0.50709663	0.71985525	0.89223437	1.0692733	1.213699	1.4280091	1.5724358	1.6858025	1.7436515	1.8053814	1.6842501	1.5227412	1.563118	1.6178604	1.610484	1.594177	1.594955	1.5363289	1.4105387	1.2565621	1.0599546	0.88835256	0.71597163	0.56877213	0.45429642	0.34807307	0.27259861	0.19184322	0.13166567	0.071599658	0.010147219	-0.027901933	-0.080314051	-0.11875129	-0.15509031	-0.18490706	-0.19981498	-0.25308216	-0.28957714	-0.32451976	-0.3675361	-0.40410907	-0.44836857	-0.49053166	-0.53650039	-0.56866835	-0.59395949	-0.63589046	-0.67249515	-0.71442521	-0.74420931	-0.78652836	-0.81758827	-0.84554073	-0.87549168	-0.91143082	-0.92629521	-0.94537601	-0.95669047	-0.97692284	-0.96900235	0.384413	0.33875528	-0.19018708	-0.19950487	0.011699579	0.23940239	0.1673074	0.31585978
1	-0.26791304	-0.30234848	-0.33158936	-0.35837898	-0.37921513	-0.39602425	-0.41353368	-0.43419501	-0.45234647	-0.47073137	-0.48532267	-0.49349363	-0.4660623	-0.33386545	-0.0624683	0.20630277	0.47835695	0.68356144	0.89676035	1.0563889	1.120299	1.2669409	1.384692	1.4850798	1.5405269	1.6759333	1.7064293	1.7357577	1.7272947	1.6852721	1.6123159	1.5983084	1.4573568	1.2953939	1.1652397	1.0677697	1.0788594	-0.10011357	-0.32190056	-0.55185884	-0.64859893	-0.78006618	-0.81310065	-0.72555317	-0.84566825	-0.92262249	-0.99835128	-1.0591967	-1.1170657	-1.1673179	-0.33474126	-0.23038432	-0.18415916	-0.18999575	-0.19597819	-0.21334177	-3.8692666	-0.21042364	-0.21013193	-0.23231043	-0.24369155	-0.26557834	-0.27739737	-0.28804922	-0.30497489	-0.29446923	-0.31197866	-0.301473	-0.30672583	-0.11061922	-0.64641008	-0.48313416	-0.34816504	-0.21100706	-0.0077508275	0.15348244	0.068853087	0.085924949	0.17653641	0.25416199	-3.8692666	0.38781808	0.42482131	0.3638883
2	-0.50659896	-0.4765124	-0.39193276	-0.35153077	-0.37279891	-0.35668873	-0.33092462	-0.24953479	-0.13999146	-0.038712833	0.015659612	0.070045901	0.16913636	0.19765372	0.22326606	0.24940788	0.31080263	0.32125452	0.30034976	0.27943215	0.3379634	0.37030536	0.38802773	0.42411914	0.44907592	0.41480683	0.4185721	0.37969233	0.43382648	0.45295045	0.51982798	0.45600083	0.50028576	0.4620927	0.41995935	0.34464507	0.1829491	0.088201361	0.055686362	0.011712902	0.055122758	0.0028119161	0.0015546834	-6.1087145	0.07933597	0.077643181	0.14789986	0.20500233	0.21654978	0.17314239	0.17384245	0.13930589	0.10296729	0.12993721	0.15982355	0.14209227	0.2626763	0.29700126	0.32682728	0.40219149	0.42065249	0.46846389	0.50961686	0.51272756	0.53758842	0.55345486	0.57276521	-6.1087145	0.45877435	0.3233443	0.2542964	0.060756325	-0.33092413	-0.21818655	-0.25488111	-0.38247163	-0.3581279	-0.31967034	-0.20618871	-0.018575862	0.057939789	0.11560338	0.15435412	0.17790583
1	-1.0381373	-1.0775253	-1.1015425	-1.1369502	-1.1705829	-1.2125981	-1.2325516	-1.2769566	-1.3337723	-1.3612118	-1.3971132	-1.4211303	-1.4363187	-1.4582772	-1.4582772	0.24213674	1.0182784	1.4975026	1.875393	2.1878438	1.1650349	0.96179676	0.99481518	0.87170539	0.6872541	0.67418924	0.67860835	0.68821491	0.82394531	0.86017721	0.7961318	0.863105	0.80093434	0.81502482	0.81662584	0.83089881	0.82473809	0.76026587	0.73391526	0.68121504	0.44918716	0.38572761	0.33463637	0.31121405	0.28406717	0.23289516	0.17067912	0.13603327	0.079185672	-0.0074279564	-0.069197252	-0.12164319	-0.17448053	-0.23756613	-0.29680851	-0.39768016	-0.45436023	-0.48307421	-0.50271563	-0.52662559	-0.55797768	-0.58762155	-0.64777837	-0.71726801	-0.76804712	-0.8235839	-0.89051123	-0.91187532	-0.94591088	-0.99138387	-1.025755	-1.0531876	-1.0515158	-1.043581	-1.0394182	-1.040379	0.23124828	1.4966081	2.0411801	2.468436	1.3244369	1.0830562	1.0853852	1.2165918
2	-0.29632852	-0.5252396	-0.64322862	-0.66442596	-0.46613604	-4.3935459	-0.47276769	-0.45181605	-0.24981704	0.071619814	0.18893272	0.33015767	0.48539149	-4.3935459	0.95231209	1.0790176	1.3200748	1.5857513	1.7468681	0.89952371	0.66588425	0.75801922	0.75672797	0.75414545	0.75220879	0.73735868	0.7541459	0.77865662	0.80134596	0.82245918	0.83532099	0.83017199	0.81730973	0.81215984	0.80520815	0.7896156	0.80540133	0.81698792	0.73089973	0.65169156	0.65869087	0.68434641	0.67346665	0.66258022	0.6347677	0.58157694	0.48149413	0.35380622	0.2788426	0.1957166	0.16039912	0.10765213	0.03258302	-0.032576672	-0.083858811	-0.14369903	-0.19401395	-0.23433933	-0.66373271	0.025262786	0.035575921	-0.044383586	-0.22511982	-0.39730065	-0.55927561	-0.68428042	-0.79953915	-0.84238161	-0.98172354	-1.1958686	-1.3042798	-1.2972752	-1.258434	-1.2951785	-1.2007922	-1.0802425	-0.94310893	-0.78510944	-0.59541209	-0.40522489	-0.28147128	-0.10687175	0.11477964	0.37543621
1	-0.50085729	-0.52961638	-0.56981956	-0.6249893	-0.67810531	-0.71273295	-0.74457315	-0.76907674	-0.79959622	-0.82248575	-0.846696	-0.86914552	-0.88798515	-0.90700127	-0.91052274	-0.92402192	-0.93106485	-0.47234973	0.21811184	0.35633006	0.54913099	0.68219278	0.8793952	1.0623867	1.204126	1.3039021	1.4453481	1.5973589	1.7267142	1.7781277	1.857948	1.9494232	1.9876563	1.970489	1.9154655	1.3129406	0.9924858	0.86584428	0.73136753	0.6260169	0.49924379	0.40915239	0.2557918	0.14650847	0.063753343	-0.017123513	-0.14072676	-0.1892062	-0.21723159	-0.26345066	-0.31187116	-0.34180362	-0.34532508	-0.37995306	-0.40342961	-4.0598409	-0.440405	-0.47209854	-0.49322733	-0.52315979	-0.54018044	-0.55353261	-0.61413156	-0.64993324	-0.64068923	-0.6548635	-0.67678459	-0.69219118	-0.70847778	-0.72916657	-0.75381683	-0.7687834	-0.77758706	-0.78639073	-0.78691881	-0.79313998	-0.7990092	0.20050451	0.51391633	0.64245052	0.91184368	1.0879177	1.1076383	1.1736069
1	0.081699876	0.057579707	0.01930907	-0.017997872	-0.045012881	-0.058198905	-0.12284234	-0.42193859	-0.41229037	-0.304506	-0.17494347	-0.050342875	0.10292671	0.10871564	0.25343965	0.39546187	0.58611125	0.49443102	0.61312701	0.56314857	0.59140519	0.61138965	0.53020717	0.57431331	0.41167117	0.4373995	0.23105609	0.03667511	-0.012851907	0.16274566	0.10871564	0.048896687	-0.058392693	0.41784543	0.64322915	0.73276491	0.73070682	0.68825391	0.67892718	0.63087913	0.57376198	0.52667838	0.49400288	0.45412258	0.39237399	0.34529113	0.28945992	0.25086704	0.20648525	0.14758492	0.097964014	-0.016711944	-0.116282	-0.17301382	-0.23283277	-0.28557611	-0.32352602	-0.35247142	-0.38849093	-0.42116718	-0.47789825	-0.52999938	-0.55977027	-0.59817986	-0.60056995	-0.65349656	-0.74804984	-0.096471043	0.32097718	0.39816367	-8.40928	0.099067421	0.10292671	0.030564698	-0.21353558	-0.38591833	0.025096498	0.19297699	0.22192164	0.18049928	0.1691783	0.12222389	0.053527383	0.023811322
1	-1.4254765	-1.4516591	-1.4867579	-1.5352773	-1.5586086	-1.5828908	-1.6200207	-1.6021215	-1.5186661	-1.3317239	-1.0669951	-0.81964361	-0.54594676	-0.30171116	-0.076981605	0.16831921	0.42747612	0.64516585	0.95512788	1.1231131	1.3215984	1.455097	1.5154859	1.6303538	1.6820869	1.8094137	1.9845661	1.8921853	1.8168744	1.7685079	1.7250714	1.6502626	1.5158031	1.3786568	1.2183681	1.0256067	0.87072474	0.67110924	0.52028267	0.38665334	0.27755614	0.2089809	0.11567132	0.050917234	-0.014237956	-0.068032435	-0.11740329	-0.15782497	-0.19040298	-0.21429401	-0.23484554	-0.25917959	-0.29168034	-0.32652276	-0.36173916	-0.39371469	-0.41724325	-0.45004729	-0.48189707	-0.51445041	-0.55016984	-0.57515732	-0.60788574	-0.63744727	-0.6728149	-0.69657031	-0.72507648	-0.75053247	-0.77258566	-0.80045812	-0.84558535	-0.8546348	-0.85342903	-0.88323138	-0.89324659	-0.90033491	0.19080721	0.7085128	0.19208942	0.060066958	0.17972184	0.38295876	0.41691843	0.49504532
1	-1.4502446	-1.5110887	-1.5375076	-1.592747	-1.6311745	-1.6804101	-1.6920186	-1.7560647	-1.8353213	-1.837723	-1.8233127	-1.4494443	-0.90345172	-0.46777817	-0.094069654	0.28059993	0.48714845	0.57040732	0.6288497	0.77055188	0.81186252	0.90264627	0.96509182	0.98030332	1.083737	1.2220754	1.2585836	1.4247816	1.5150867	1.5991477	1.6121155	1.6319705	1.6063519	1.5429462	1.4750587	1.3469666	1.3777083	1.234085	1.0645232	0.97023836	0.91945922	0.77535532	0.70810727	0.63445339	0.54574976	0.44471782	0.36225828	0.27099213	0.20374408	0.13289392	0.090863425	0.040426451	0.040427388	0.021212722	-0.030023576	-0.091667937	-0.12289024	-0.15651427	-0.21175468	-0.27179758	-0.3054216	-0.34288893	-0.35345593	-0.43031178	-0.49755983	-0.57921817	-0.62245	-0.62084854	-0.66087746	-0.67048432	-0.73292894	-0.74133541	-0.84941264	-0.88743997	-0.88343773	-0.89304459	-0.86382293	-0.8734298	-0.85781911	0.020012329	-0.098874018	0.18453035	0.42830594	0.72571954
2	-1.094367	-1.2513069	-1.4177028	-1.5014931	-1.3544825	-1.1937502	-1.0365561	-0.80410749	-0.76007286	-0.48942706	-0.37290364	-0.24395456	-0.14796099	0.055676169	0.18270298	0.34624238	0.48796721	0.555664	0.58059321	0.5532993	0.58889251	0.56040703	0.55851286	0.68723311	0.70852816	0.7640755	0.74518126	0.74754194	0.75935415	0.83961229	0.83354921	0.91560195	0.91030247	1.0196443	1.0249245	1.0231668	1.0818296	1.0963654	1.1427455	1.1427455	1.1567955	1.1755179	1.1848747	1.2164371	1.242382	1.2779969	1.3127358	1.3552689	1.3610927	1.3610919	1.3319745	1.2899456	1.0344114	0.4904949	0.0073730568	-0.30927461	-0.43549124	-0.77474358	-0.95858478	-1.1072471	-1.2005416	-1.3414795	-1.4648521	-1.5279652	-1.5697472	-1.6283967	-1.5817035	-1.580204	-1.4152157	-1.368115	-1.2950754	-1.2119226	-1.1098944	-1.0815599	-0.83104247	-0.71607758	-0.63551592	-0.43112078	-0.25422671	-0.092978931	0.054244507	0.17415317	0.28896389	0.36294778
